Split,Class,Original Class Folder,Patient ID,Path,Filename,Extension,SHA256,Valid,Width,Height,Mode,Format,Array Shape,Minimum Pixel,Maximum Pixel,Mean Pixel,Standard Deviation,File Size Bytes,MobileNet Resize Successful,Possible Blank Image,Possible All-Black Image,Possible All-White Image
train,Thorax,Fetal thorax,patient01347,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01347_Plane6_1_of_1.png,Patient01347_Plane6_1_of_1.png,.png,2a730bdcdebde22ecede3a4d96e7cd0589592acd4a4747abf4775985a554d9a8,True,740,448,L,PNG,"(448, 740)",0.0,254.0,63.10161076254826,57.727131642043325,149581,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_1_of_7.png,Patient01350_Plane6_1_of_7.png,.png,a231fa7834aaa6bb9b529066e58c04001ae0e218886dc9f88f7014ee886c0767,True,959,661,L,PNG,"(661, 959)",0.0,255.0,43.28199445021999,49.629204073011046,193864,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_2_of_7.png,Patient01350_Plane6_2_of_7.png,.png,5e79bb7fc0e2c747e443a1572d1f8e14c7eceb0e5779315fc213f37d5609f7e5,True,959,661,L,PNG,"(661, 959)",0.0,255.0,44.73440721629155,50.51235385251566,192482,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_3_of_7.png,Patient01350_Plane6_3_of_7.png,.png,ef7ae7ada6365b0cff93b87a234f7346abd0ab03b15a67e150f8394e8d33b5ee,True,959,661,L,PNG,"(661, 959)",0.0,255.0,44.50047247274408,47.584717569123036,200059,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_4_of_7.png,Patient01350_Plane6_4_of_7.png,.png,aa75253b7faea192e12f7a1798214a45c30b0a355b53fa0c473efce80938dc05,True,959,661,L,PNG,"(661, 959)",0.0,255.0,34.27288732116631,38.95050534534585,183504,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_5_of_7.png,Patient01350_Plane6_5_of_7.png,.png,7b5c6c42aac7b00400c4f25be90c47735082fba2c3f7b2dd88f089a3cf9176f1,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.967742495255553,44.8536697136434,166358,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_6_of_7.png,Patient01350_Plane6_6_of_7.png,.png,465d819d8abcfe560fe4a29855417c29987c96bbbd227fbf3e145b459bceb4ee,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.376078839057957,44.56197380626584,164794,True,False,False,False
train,Thorax,Fetal thorax,patient01350,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01350_Plane6_7_of_7.png,Patient01350_Plane6_7_of_7.png,.png,c6ab6f69d4941a995a3a2f8eec9fe4e9c1d89da82c295398581a328d18caeb3e,True,959,661,L,PNG,"(661, 959)",0.0,255.0,28.684350346033042,41.449933911046195,159207,True,False,False,False
train,Thorax,Fetal thorax,patient01351,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01351_Plane6_1_of_3.png,Patient01351_Plane6_1_of_3.png,.png,a8320b08ac680c0b4d8934f66a374b4aaad23c641f2ad4b2f6571ea2459c1cad,True,959,661,L,PNG,"(661, 959)",0.0,255.0,26.938660575265146,41.9879136397483,148981,True,False,False,False
train,Thorax,Fetal thorax,patient01351,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01351_Plane6_2_of_3.png,Patient01351_Plane6_2_of_3.png,.png,be622377d551bb408e1bac5f1f89866ad823e9764565dedfdc5e82f59e8c46fa,True,959,496,L,PNG,"(496, 959)",0.0,255.0,35.97830821756534,37.32483043298318,151976,True,False,False,False
train,Thorax,Fetal thorax,patient01351,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01351_Plane6_3_of_3.png,Patient01351_Plane6_3_of_3.png,.png,b060a9b12df29eca9fd8e7974c9165571a0947b240bb77a49d9c957f3bfe1858,True,959,496,L,PNG,"(496, 959)",0.0,255.0,35.9251383329409,37.38713821370202,150314,True,False,False,False
train,Thorax,Fetal thorax,patient01353,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01353_Plane6_1_of_1.png,Patient01353_Plane6_1_of_1.png,.png,c0d989fc7ac0364ccc0fcad82ef3e80bdbb3dad6e0fedb2b8b1fdb28c653f759,True,959,496,L,PNG,"(496, 959)",0.0,255.0,19.727847808537117,33.13909935392051,86026,True,False,False,False
train,Thorax,Fetal thorax,patient01354,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01354_Plane6_1_of_1.png,Patient01354_Plane6_1_of_1.png,.png,7b9b1218732b96b3da9b24274ee250a35c6bee9a7e736b01eaea02afb90af478,True,959,661,L,PNG,"(661, 959)",0.0,255.0,58.10419798737654,46.18639003761128,221552,True,False,False,False
train,Thorax,Fetal thorax,patient01355,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01355_Plane6_1_of_1.png,Patient01355_Plane6_1_of_1.png,.png,8f4df2d2b3e5c91d3e52ba327757947af4bf6659b64ff866f06f815e56458d4e,True,959,661,L,PNG,"(661, 959)",0.0,255.0,58.840028143284655,53.57754534867779,212787,True,False,False,False
train,Thorax,Fetal thorax,patient01358,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01358_Plane6_1_of_1.png,Patient01358_Plane6_1_of_1.png,.png,78ebda61f909b1902152e28dde346595e3f72952b97031cf9aeaaecf6ae97bc5,True,959,661,L,PNG,"(661, 959)",0.0,255.0,53.18214731368877,52.128398565924584,215252,True,False,False,False
train,Thorax,Fetal thorax,patient01359,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01359_Plane6_1_of_2.png,Patient01359_Plane6_1_of_2.png,.png,72673120d5c784416547b0127f581ed7664fd9023003c82bb50209bb6dc0503b,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.037072151872774,39.2803762291097,170342,True,False,False,False
train,Thorax,Fetal thorax,patient01359,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01359_Plane6_2_of_2.png,Patient01359_Plane6_2_of_2.png,.png,d431fab6f7f1f5e85df244bcba047663bac84fe138de2760e4fb52afdd54c8b7,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.195512218823502,39.127613188644084,172428,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_1_of_7.png,Patient01360_Plane6_1_of_7.png,.png,af62fe11064e56b2bc37b68196e173963516849b8e3ce657b1fc19c9e6939864,True,959,661,L,PNG,"(661, 959)",0.0,255.0,68.96878998073825,54.039702424511006,187048,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_2_of_7.png,Patient01360_Plane6_2_of_7.png,.png,654f3986050253051e69a98ee70396ae03cfc64d92d8d72878ba6291b515f728,True,959,661,L,PNG,"(661, 959)",0.0,255.0,65.96347052132911,54.940006438891515,187043,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_3_of_7.png,Patient01360_Plane6_3_of_7.png,.png,fffcbc4656da48f2e9bdedbec16205bf323c9b24bfe7f9b2f228fee066ebaacf,True,959,661,L,PNG,"(661, 959)",0.0,255.0,64.17479598484933,51.29957218349996,187161,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_4_of_7.png,Patient01360_Plane6_4_of_7.png,.png,f9f8827d517b50e42975fd091d6c8ca3047cb7fa8666bc7aa390e3b070627413,True,959,661,L,PNG,"(661, 959)",0.0,255.0,64.55151214941182,51.16482162867119,186292,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_5_of_7.png,Patient01360_Plane6_5_of_7.png,.png,dd8a8cccf8ca12a2f6d9c45d74af6ddf4b2fe7ed27d8cf7d8ba06d0772a26f37,True,959,661,L,PNG,"(661, 959)",0.0,255.0,60.02980443256733,49.07773221676398,187440,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_6_of_7.png,Patient01360_Plane6_6_of_7.png,.png,7b5ab987181a6ad5f16110e8b0d2c749373434f01517a7ef00699afb82b6b309,True,959,661,L,PNG,"(661, 959)",0.0,255.0,61.30211279714907,49.70025060848494,189163,True,False,False,False
train,Thorax,Fetal thorax,patient01360,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01360_Plane6_7_of_7.png,Patient01360_Plane6_7_of_7.png,.png,7c66421ed0f3db3481cf5c2fbfcb12047859b46f61316312ca11a37baea7edb6,True,959,661,L,PNG,"(661, 959)",0.0,255.0,61.45800198454328,51.744733710339105,185827,True,False,False,False
train,Thorax,Fetal thorax,patient01362,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01362_Plane6_1_of_4.png,Patient01362_Plane6_1_of_4.png,.png,a68a67e1a9df0121032db9b06a92629aac15ed76c0729d9700a64b8df930adcb,True,959,661,L,PNG,"(661, 959)",0.0,255.0,66.6348440366683,59.68404535751919,171284,True,False,False,False
train,Thorax,Fetal thorax,patient01362,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01362_Plane6_2_of_4.png,Patient01362_Plane6_2_of_4.png,.png,8d99a1482e92f36e17afb66abe8d4ea63c92f6ba315cbeff90693db4819f9430,True,959,661,L,PNG,"(661, 959)",0.0,255.0,69.86170036551565,62.570068583204396,167957,True,False,False,False
train,Thorax,Fetal thorax,patient01362,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01362_Plane6_3_of_4.png,Patient01362_Plane6_3_of_4.png,.png,19534ee0af2dd7f2cc6f9aa9955f23078b65954ea53fc510a50955f954676866,True,959,661,L,PNG,"(661, 959)",0.0,255.0,55.618459723078914,48.34582324847077,160805,True,False,False,False
train,Thorax,Fetal thorax,patient01362,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01362_Plane6_4_of_4.png,Patient01362_Plane6_4_of_4.png,.png,10affa31a6aebbbdd315b3b6e961302ee03751b1cbe23a5e96bf95b126dd3fbb,True,959,661,L,PNG,"(661, 959)",0.0,255.0,55.60147594490605,48.42320295827642,160884,True,False,False,False
train,Thorax,Fetal thorax,patient01364,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01364_Plane6_1_of_1.png,Patient01364_Plane6_1_of_1.png,.png,ec7dcf77b20f5313585e4e1a3db34ec642a6da1e4ee7ff6f8a32af47fca4e7e3,True,740,448,L,PNG,"(448, 740)",0.0,250.0,70.08128016409266,70.43613353621181,122873,True,False,False,False
train,Thorax,Fetal thorax,patient01365,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01365_Plane6_1_of_1.png,Patient01365_Plane6_1_of_1.png,.png,aad940f1e1d8785b1283c8815b4cc1d73f835faef09522b5c0a12c2c9bc3be9d,True,740,448,L,PNG,"(448, 740)",0.0,250.0,38.9179777992278,50.314552484943405,107381,True,False,False,False
train,Thorax,Fetal thorax,patient01369,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01369_Plane6_1_of_1.png,Patient01369_Plane6_1_of_1.png,.png,c10faddec58f35adf4e4c949ec3a98f87c65944b36d8af850d1755aac39443db,True,959,661,L,PNG,"(661, 959)",0.0,255.0,40.27516844166026,43.342738277691964,164007,True,False,False,False
train,Thorax,Fetal thorax,patient01370,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01370_Plane6_1_of_5.png,Patient01370_Plane6_1_of_5.png,.png,8225f6fe95d38a047c565702717c937628c11b4c43b95ed5e314ed2af31ff6fd,True,959,661,L,PNG,"(661, 959)",0.0,255.0,54.4281234076722,50.82101564558161,217746,True,False,False,False
train,Thorax,Fetal thorax,patient01370,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01370_Plane6_2_of_5.png,Patient01370_Plane6_2_of_5.png,.png,db0d25c3cc1f3cb5357f22555ba920347cb34a87fa3ffcee02809dbea7fc6064,True,959,661,L,PNG,"(661, 959)",0.0,255.0,54.47454878458556,51.39782660479098,219362,True,False,False,False
train,Thorax,Fetal thorax,patient01370,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01370_Plane6_3_of_5.png,Patient01370_Plane6_3_of_5.png,.png,cd86cd396832eea4d8ea11faef79d06d4a21cd6bada813df79c0906569b76de9,True,959,661,L,PNG,"(661, 959)",0.0,255.0,54.07795248138899,51.34613671554116,216244,True,False,False,False
train,Thorax,Fetal thorax,patient01370,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01370_Plane6_4_of_5.png,Patient01370_Plane6_4_of_5.png,.png,c442bcb4ce550086fdfaab78a37b0492c1aefb3de75ccd6da8b1867e29ceff5b,True,959,661,L,PNG,"(661, 959)",0.0,255.0,53.78650384367226,51.2689001851943,214539,True,False,False,False
train,Thorax,Fetal thorax,patient01370,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01370_Plane6_5_of_5.png,Patient01370_Plane6_5_of_5.png,.png,55255fb045c0a6143e8d0a362be35f4a11a969c0ea8982bf81b0e3b02dfc2470,True,959,661,L,PNG,"(661, 959)",0.0,255.0,68.67493244191898,51.50924828980753,220620,True,False,False,False
train,Thorax,Fetal thorax,patient01372,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01372_Plane6_1_of_2.png,Patient01372_Plane6_1_of_2.png,.png,f13e44864b241175693afa2d85983981f8c5c429dcfb370352b9178df059529b,True,961,663,L,PNG,"(663, 961)",0.0,255.0,77.14301028183625,52.1655513340163,234552,True,False,False,False
train,Thorax,Fetal thorax,patient01372,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01372_Plane6_2_of_2.png,Patient01372_Plane6_2_of_2.png,.png,4b8a6d730b0febea92665e3bfb3bf34fe27abe81784395b8abc66f6760178c38,True,961,663,L,PNG,"(663, 961)",0.0,255.0,27.948564137093243,41.36484974558175,127843,True,False,False,False
train,Thorax,Fetal thorax,patient01374,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01374_Plane6_1_of_1.png,Patient01374_Plane6_1_of_1.png,.png,be7967d8d338063c547f834eeb4fb86381b0d88cd0702154f84802fbc6724eba,True,740,448,L,PNG,"(448, 740)",0.0,250.0,52.30102859555985,61.87812102735791,114566,True,False,False,False
train,Thorax,Fetal thorax,patient01377,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01377_Plane6_1_of_3.png,Patient01377_Plane6_1_of_3.png,.png,a9ca5f32d8a287e47be768bcd5dcac5596f212500a7a61714348b2c48cb8ccb9,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.968332494608763,31.34220197449043,194368,True,False,False,False
train,Thorax,Fetal thorax,patient01377,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01377_Plane6_2_of_3.png,Patient01377_Plane6_2_of_3.png,.png,93765c132a81122f19e1eb92af086f20a1acc097fb216805fbadc03d66fc16da,True,959,496,L,PNG,"(496, 959)",0.0,255.0,25.756683289044368,31.615588496294606,131842,True,False,False,False
train,Thorax,Fetal thorax,patient01377,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01377_Plane6_3_of_3.png,Patient01377_Plane6_3_of_3.png,.png,73bd28f36e19c6b4d3bc2c6ca5312d9423aef523e8dc2a072366f1a2684edfe6,True,959,496,L,PNG,"(496, 959)",0.0,255.0,26.551725587809884,32.215558846512494,130719,True,False,False,False
train,Thorax,Fetal thorax,patient01378,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01378_Plane6_1_of_1.png,Patient01378_Plane6_1_of_1.png,.png,a61b9fb206cfa7fdcc64dc14e94c4db8339b97f913d4403fd509e718e30482c6,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.670084666484723,40.81668028541665,174837,True,False,False,False
train,Thorax,Fetal thorax,patient01380,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01380_Plane6_1_of_3.png,Patient01380_Plane6_1_of_3.png,.png,68f03e5be597b0a53c97b32b35b5d0478cfe890c64062252b69dd9c4c5d6403a,True,959,496,L,PNG,"(496, 959)",0.0,255.0,27.177072471324298,34.71658104356617,131791,True,False,False,False
train,Thorax,Fetal thorax,patient01380,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01380_Plane6_2_of_3.png,Patient01380_Plane6_2_of_3.png,.png,59b5413ecbdd228ce8aecb3acdae4a5ec053043fce6e5ee91e792b4b4484db44,True,959,496,L,PNG,"(496, 959)",0.0,255.0,27.355999192707458,34.52261471055987,134439,True,False,False,False
train,Thorax,Fetal thorax,patient01380,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01380_Plane6_3_of_3.png,Patient01380_Plane6_3_of_3.png,.png,8c64862a96250ef0d3815d9f4e6e5cdaf5b9663996b431c2f74875eaac11b034,True,959,496,L,PNG,"(496, 959)",0.0,255.0,42.45594579366948,42.421060560166346,153857,True,False,False,False
train,Thorax,Fetal thorax,patient01385,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01385_Plane6_1_of_3.png,Patient01385_Plane6_1_of_3.png,.png,a341b0443d4b348b43a31397b461d83986fff0a309e015d7038f7defecbc36f8,True,959,661,L,PNG,"(661, 959)",0.0,255.0,52.15862463894091,48.81627016851437,203473,True,False,False,False
train,Thorax,Fetal thorax,patient01385,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01385_Plane6_2_of_3.png,Patient01385_Plane6_2_of_3.png,.png,5ea66f36fcbf2e86121a0c83c2c35dde23f9b82d1cd6177443d94073d4559cdc,True,959,661,L,PNG,"(661, 959)",0.0,255.0,52.99571856084329,49.21082388126278,200324,True,False,False,False
train,Thorax,Fetal thorax,patient01385,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01385_Plane6_3_of_3.png,Patient01385_Plane6_3_of_3.png,.png,28868df677c0bd952ed611d9ff48fcd93cea77f24b7c3fa50430fda3220680d6,True,959,661,L,PNG,"(661, 959)",0.0,255.0,55.625758993151905,50.76987533352662,205757,True,False,False,False
train,Thorax,Fetal thorax,patient01386,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01386_Plane6_1_of_3.png,Patient01386_Plane6_1_of_3.png,.png,83deb831181129d1214c0040725b649eab8087171f3405e6e64e88cb449ec01f,True,959,661,L,PNG,"(661, 959)",0.0,255.0,60.51409924924948,50.63377020477632,206988,True,False,False,False
train,Thorax,Fetal thorax,patient01386,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01386_Plane6_2_of_3.png,Patient01386_Plane6_2_of_3.png,.png,3208e1daa6f7cb59271622d9c7ac0188f025d18bdeee315ecb418c5be4c1b565,True,959,661,L,PNG,"(661, 959)",0.0,255.0,57.064701159017446,49.08387896204757,209660,True,False,False,False
train,Thorax,Fetal thorax,patient01386,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01386_Plane6_3_of_3.png,Patient01386_Plane6_3_of_3.png,.png,b85f43393675bea28566c0c25d3262f19c8d43e9b699e3d6baf6f44cbb02bcd0,True,959,661,L,PNG,"(661, 959)",0.0,255.0,61.53526823673803,46.08436340359135,216798,True,False,False,False
train,Thorax,Fetal thorax,patient01387,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01387_Plane6_1_of_2.png,Patient01387_Plane6_1_of_2.png,.png,5fa1f6a73d93f8f13d3cc29291952ecaf26a28488ace1b03ccd968f6e876cd62,True,959,661,L,PNG,"(661, 959)",0.0,255.0,40.01603094499281,44.9782661953351,194933,True,False,False,False
train,Thorax,Fetal thorax,patient01387,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01387_Plane6_2_of_2.png,Patient01387_Plane6_2_of_2.png,.png,fadacc7f5c19e6183671c371e12eb421107b84e76d50069b7ed46b5c41434159,True,959,661,L,PNG,"(661, 959)",0.0,255.0,39.58247449514828,45.147984422006054,191299,True,False,False,False
train,Thorax,Fetal thorax,patient01389,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01389_Plane6_1_of_1.png,Patient01389_Plane6_1_of_1.png,.png,34aa7ea3886189e1bb42a67fc6e5e50966399219756c19426b717b1c9f5b3597,True,961,663,L,PNG,"(663, 961)",0.0,255.0,55.150732253199045,43.39897215817114,219182,True,False,False,False
train,Thorax,Fetal thorax,patient01391,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01391_Plane6_1_of_2.png,Patient01391_Plane6_1_of_2.png,.png,db2fa15a0ea9d3b3d205d2b4514e8211807ec520e588df4703f693e73d652c28,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,61.28617184033866,49.85720351598659,257702,True,False,False,False
train,Thorax,Fetal thorax,patient01391,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01391_Plane6_2_of_2.png,Patient01391_Plane6_2_of_2.png,.png,863f21373fd62933bef79337ab8e170231ce38d78060eb9e488b45aa17aefbee,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,78.82893858981537,60.45507929834995,251584,True,False,False,False
train,Thorax,Fetal thorax,patient01392,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01392_Plane6_1_of_1.png,Patient01392_Plane6_1_of_1.png,.png,6c2958e32612a88bb1ce438476aa1391a34197dd365a398378fa8d037af72ac9,True,961,663,L,PNG,"(663, 961)",0.0,255.0,26.632255239404653,33.776134480372896,173924,True,False,False,False
train,Thorax,Fetal thorax,patient01395,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01395_Plane6_1_of_1.png,Patient01395_Plane6_1_of_1.png,.png,68b9a18888f192f65ca41a3018f87580218349598594150025cd0c5830b1fb85,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,42.62966253510486,43.73037619984998,238518,True,False,False,False
train,Thorax,Fetal thorax,patient01398,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01398_Plane6_1_of_1.png,Patient01398_Plane6_1_of_1.png,.png,838a0ac06bd201d5bb216ad80b9f796e39dc8e0e0179e20f9423e6142ce538f3,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,41.80097204015561,46.58413436343414,222868,True,False,False,False
train,Thorax,Fetal thorax,patient01399,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01399_Plane6_1_of_1.png,Patient01399_Plane6_1_of_1.png,.png,48cf39e753ba42a0a8f49272be14cf957b3c31df5a7e78da9489ac4f23c08a8b,True,961,663,L,PNG,"(663, 961)",0.0,255.0,33.74543548308621,39.60414102677753,188779,True,False,False,False
train,Thorax,Fetal thorax,patient01405,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01405_Plane6_1_of_1.png,Patient01405_Plane6_1_of_1.png,.png,c311312b3593ec7dfedd7829ee8a8b92b3df65f5632caf4af3f002df09b160e2,True,961,663,L,PNG,"(663, 961)",0.0,255.0,22.488207513854817,39.220070802720805,128422,True,False,False,False
train,Thorax,Fetal thorax,patient01408,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01408_Plane6_1_of_2.png,Patient01408_Plane6_1_of_2.png,.png,27954b260d910a1bc0d2a8e285621d5af22aeae4cd46050db7437179d2e0984f,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,42.47728088026741,50.60861599835879,211793,True,False,False,False
train,Thorax,Fetal thorax,patient01408,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01408_Plane6_2_of_2.png,Patient01408_Plane6_2_of_2.png,.png,f9e503c5ddeb46fdeb8b1ab5341024ae11e70e2902e5a837c9f739c75c414ac0,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,60.08748473154906,54.68183568888113,211933,True,False,False,False
train,Thorax,Fetal thorax,patient01409,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01409_Plane6_1_of_2.png,Patient01409_Plane6_1_of_2.png,.png,94917ae406a34f4f6b7a4922918a3ae804fa442ab7f84ba8fdc07c398fac41df,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,55.61621735792378,53.46075670727139,228136,True,False,False,False
train,Thorax,Fetal thorax,patient01409,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01409_Plane6_2_of_2.png,Patient01409_Plane6_2_of_2.png,.png,cb00b7225f8e1997f6e6c9891c4a69163d0d93ffa6e9b527d3c914430b2d4120,True,1137,787,L,PNG,"(787, 1137)",0.0,255.0,79.76116845976672,60.216364579002246,238843,True,False,False,False
train,Thorax,Fetal thorax,patient01411,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01411_Plane6_1_of_2.png,Patient01411_Plane6_1_of_2.png,.png,171a1539e85ed4f25df2427fb038fc206e8fcd1a0672a12d3a106d09fda044c8,True,959,661,L,PNG,"(661, 959)",0.0,255.0,26.85569625445063,34.80480819065044,173321,True,False,False,False
train,Thorax,Fetal thorax,patient01411,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01411_Plane6_2_of_2.png,Patient01411_Plane6_2_of_2.png,.png,9e61a3e66ed67a15121baa2ca5cee3276eda6b14294ed1768824883905178692,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.506034873063374,37.137194657948314,181917,True,False,False,False
train,Thorax,Fetal thorax,patient01413,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01413_Plane6_1_of_2.png,Patient01413_Plane6_1_of_2.png,.png,4b6be1b99e5215c4506552b4749173c9089dd4db91402e126a2d65314a77ca17,True,959,661,L,PNG,"(661, 959)",0.0,255.0,44.121724438751286,37.707362931177485,207289,True,False,False,False
train,Thorax,Fetal thorax,patient01413,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01413_Plane6_2_of_2.png,Patient01413_Plane6_2_of_2.png,.png,1da6819c598de4fe762730f12bcd0a06737795fa92c815d41fe58e4c1ece0cfc,True,959,661,L,PNG,"(661, 959)",0.0,255.0,44.20765926433075,37.79375236103377,208311,True,False,False,False
train,Thorax,Fetal thorax,patient01414,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01414_Plane6_1_of_2.png,Patient01414_Plane6_1_of_2.png,.png,715ac64641b53cc16efd7ed17312f81595cf703c574658a2dcd50820dc321756,True,959,661,L,PNG,"(661, 959)",0.0,255.0,34.70976606683399,45.729437767352906,164390,True,False,False,False
train,Thorax,Fetal thorax,patient01414,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal thorax\Patient01414_Plane6_2_of_2.png,Patient01414_Plane6_2_of_2.png,.png,7cf64af7fd2413c8840672b532e55c871cd3017a66011589eebfb796c3b99b03,True,959,661,L,PNG,"(661, 959)",0.0,255.0,24.535851925937727,39.700811987876655,135226,True,False,False,False
